watink_backend.1.coseijfvdbb3@docker-desktop    | {"level":30,"time":1769888109909,"pid":1,"hostname":"f0b70aec8ae7","msg":"Event received: session.qrcode"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889060864,"pid":1,"hostname":"39ee711b6668","msg":"[CreateMessageService] Emitted appMessage create for msg 3EB07B268783DC874AF2D8 ticket 58"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889076226,"pid":1,"hostname":"39ee711b6668","msg":"Event received: message.received"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889076226,"pid":1,"hostname":"39ee711b6668","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"3EB05F5667B7524BF0F4CA\",\"from\":\"120363406005093059@g.us\",\"to\":\"120363406005093059@g.us\",\"body\":\"entrei ha pouco tempo, fui ali, voltei, 500 msgs\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889078,\"hasMedia\":false,\"pushName\":\"Lucas\",\"participant\":\"553184885915@s.whatsapp.net\",\"profilePicUrl\":\"\",\"senderLid\":\"125245558104177@lid\"}}"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889076406,"pid":1,"hostname":"39ee711b6668","msg":"[CreateMessageService] Emitted appMessage create for msg 3EB05F5667B7524BF0F4CA ticket 58"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889096752,"pid":1,"hostname":"39ee711b6668","msg":"Event received: session.qrcode"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889116753,"pid":1,"hostname":"39ee711b6668","msg":"Event received: session.qrcode"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889133925,"pid":1,"hostname":"39ee711b6668","msg":"Event received: session.status"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889136754,"pid":1,"hostname":"39ee711b6668","msg":"Event received: session.qrcode"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889156752,"pid":1,"hostname":"39ee711b6668","msg":"Event received: session.qrcode"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889189124,"pid":1,"hostname":"39ee711b6668","msg":"Event received: message.received"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889189124,"pid":1,"hostname":"39ee711b6668","msg":"[EventListener] handleMessageReceived: {\"sessionId\":3,\"message\":{\"id\":\"2A18D09CE7774A2E55CB\",\"from\":\"120363324400552303@g.us\",\"to\":\"120363324400552303@g.us\",\"body\":\"Pq? Nunca tive problema\",\"fromMe\":false,\"isGroup\":true,\"type\":\"chat\",\"timestamp\":1769889190,\"hasMedia\":false,\"pushName\":\"Carlos Gonçalves\",\"participant\":\"351914267387@s.whatsapp.net\",\"profilePicUrl\":\"https://pps.whatsapp.net/v/t61.24694-24/616678294_1196101832714526_6136375404947143865_n.jpg?ccb=11-4&oh=01_Q5Aa3gFOSByGZYel9vsXCJDSrOXPxpuqvi7_6Ik47PjfwQYqmw&oe=698B273F&_nc_sid=5e03e0&_nc_cat=103\",\"senderLid\":\"130902046830661@lid\"}}"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889189217,"pid":1,"hostname":"39ee711b6668","msg":"[CreateMessageService] Emitted appMessage create for msg 2A18D09CE7774A2E55CB ticket 25"}
watink_backend.1.acetikny3yls@docker-desktop    | {"level":30,"time":1769889199751,"pid":1,"hostname":"39ee711b6668","msg":"Event received: message.received"}
